stock_name,stock_num,class
EMP88 就業88,EMP88,櫃指數類
GTCI 薪酬指數,GTCI,櫃指數類
GTHD 高殖利,GTHD,櫃指數類
GTSM50 富櫃50,GTSM50,櫃指數類
IR0118 富櫃200報酬指,IR0118,櫃指數類
IR0138 櫃Quality 50報酬指,IR0138,櫃指數類
IR0140 櫃半導體領航報酬指,IR0140,櫃指數類
IR0141 富櫃200報酬日正二,IR0141,櫃指數類
IR0148 櫃ESG成長報酬指,IR0148,櫃指數類
IR0149 櫃ESG電子菁英報酬指,IR0149,櫃指數類
IX0118 富櫃200指,IX0118,櫃指數類
IX0134 櫃永續指,IX0134,櫃指數類
IX0138 櫃Quality 50指,IX0138,櫃指數類
TPCGI 櫃治理,TPCGI,櫃指數類
TWTBI 公債指,TWTBI,櫃指數類
70860P 力旺國票1C售04,70860P,櫃認售
70861P 力旺國票21售02,70861P,櫃認售
70862P 力旺國票21售03,70862P,櫃認售
70863P 力旺國票22售02,70863P,櫃認售
70864P 大樹國票22售01,70864P,櫃認售
70865P 台星科國票23售01,70865P,櫃認售
70866P 金麗科國票21售03,70866P,櫃認售
70867P 穩懋國票23售01,70867P,櫃認售
70868P 金麗科元大1C售02,70868P,櫃認售
70869P 博智元大1C售02,70869P,櫃認售
70870P 大樹國票21售02,70870P,櫃認售
70871P 信驊國票23售01,70871P,櫃認售
70872P 撼訊國票23售01,70872P,櫃認售
70873P 宏捷科群益22售01,70873P,櫃認售
70874P 金麗科凱基1C售03,70874P,櫃認售
70875P 元太國票23售01,70875P,櫃認售
70876P 精材國票22售01,70876P,櫃認售
70877P 撼訊國票23售02,70877P,櫃認售
70878P 元太凱基1C售08,70878P,櫃認售
70879P 波若威群益22售01,70879P,櫃認售
70880P 穩懋元大1C售07,70880P,櫃認售
70881P 金麗科國票23售01,70881P,櫃認售
70882P 茂達國票23售01,70882P,櫃認售
70883P 群聯國票21售03,70883P,櫃認售
70884P 碩禾國票22售01,70884P,櫃認售
70885P 合晶群益22售01,70885P,櫃認售
70886P 德微群益22售02,70886P,櫃認售
70887P 撼訊凱基1C售01,70887P,櫃認售
70888P 元太元大1C售19,70888P,櫃認售
70889P 元太元大23售03,70889P,櫃認售
70890P 元太元大25售01,70890P,櫃認售
70891P 中美晶國票21售03,70891P,櫃認售
70892P 信驊國票23售02,70892P,櫃認售
70893P 威剛國票22售01,70893P,櫃認售
70894P 頎邦國票21售01,70894P,櫃認售
70895P 元太國泰22售02,70895P,櫃認售
70896P 中美晶凱基1C售04,70896P,櫃認售
70897P 元太凱基1C售10,70897P,櫃認售
70898P 宏捷科元大23售01,70898P,櫃認售
70899P 金麗科元大26售01,70899P,櫃認售
70900P 中美晶群益1C售03,70900P,櫃認售
70901P 晶焱群益22售02,70901P,櫃認售
70902P 撼訊群益1C售02,70902P,櫃認售
70903P 環球晶群益22售01,70903P,櫃認售
70904P 櫃200群益1C售02,70904P,櫃認售
70905P 力致群益1C售02,70905P,櫃認售
70906P 元太凱基22售02,70906P,櫃認售
70907P 元太國票23售02,70907P,櫃認售
70908P 德微國票22售01,70908P,櫃認售
70909P 撼訊元大23售01,70909P,櫃認售
70910P 穩懋凱基1C售08,70910P,櫃認售
70911P 晶宏國票22售01,70911P,櫃認售
70912P 信驊群益1C售04,70912P,櫃認售
70913P 胡連國票23售01,70913P,櫃認售
70914P 晶宏國票23售01,70914P,櫃認售
70915P 元太群益1C售09,70915P,櫃認售
70916P 元太群益1C售10,70916P,櫃認售
70917P 同致群益1C售01,70917P,櫃認售
70918P 宏捷科群益23售01,70918P,櫃認售
70919P 金麗科凱基1C售04,70919P,櫃認售
70920P 元太中信1C售04,70920P,櫃認售
70921P 台半中信1C售02,70921P,櫃認售
70922P 元太國票23售03,70922P,櫃認售
70923P 力旺群益1C售04,70923P,櫃認售
70924P 鈺創群益24售01,70924P,櫃認售
70925P 漢磊群益23售03,70925P,櫃認售
70926P 力旺凱基1C售05,70926P,櫃認售
70927P 宏捷科凱基1C售01,70927P,櫃認售
70928P 漢磊凱基1C售04,70928P,櫃認售
70929P 漢磊凱基23售03,70929P,櫃認售
70930P 元太兆豐23售01,70930P,櫃認售
70931P 凡甲國票23售01,70931P,櫃認售
70932P 中菲行群益1C售01,70932P,櫃認售
70933P 元太元大1C售22,70933P,櫃認售
70934P 元太元大1C售23,70934P,櫃認售
70935P 元太元大23售05,70935P,櫃認售
70936P 群聯元大23售01,70936P,櫃認售
70937P 金麗科國票23售02,70937P,櫃認售
70938P 高端國票23售01,70938P,櫃認售
70939P 智擎國票21售03,70939P,櫃認售
70940P 金麗科群益1C售05,70940P,櫃認售
70941P 雙鴻群益25售01,70941P,櫃認售
70942P 元太國票23售04,70942P,櫃認售
70943P 亞信國票23售01,70943P,櫃認售
70944P 信驊國票21售03,70944P,櫃認售
70945P 群聯凱基21售02,70945P,櫃認售
70946P 德微凱基21售02,70946P,櫃認售
70947P 元太國泰23售01,70947P,櫃認售
70948P 信驊元大21售03,70948P,櫃認售
70949P 元太群益21售01,70949P,櫃認售
70950P 驊訊群益23售01,70950P,櫃認售
70951P 中天國票21售02,70951P,櫃認售
70952P 智擎國票23售01,70952P,櫃認售
70953P 環球晶元富21售07,70953P,櫃認售
70954P 中探針國票23售01,70954P,櫃認售
70955P 台半國票23售01,70955P,櫃認售
70956P 同致國票22售01,70956P,櫃認售
70957P 昇達科國票22售01,70957P,櫃認售
70958P 瑞基國票23售01,70958P,櫃認售
70959P 鈺創國票21售01,70959P,櫃認售
70960P 雙鴻國票23售01,70960P,櫃認售
70961P 元太元富21售07,70961P,櫃認售
70962P 元太元富21售08,70962P,櫃認售
70963P 元太凱基25售01,70963P,櫃認售
70964P 波若威群益23售01,70964P,櫃認售
70965P 智擎群益23售01,70965P,櫃認售
70966P 廣運群益21售02,70966P,櫃認售
70967P 大樹元大21售01,70967P,櫃認售
70968P 元太元大21售05,70968P,櫃認售
70969P 元太元大21售06,70969P,櫃認售
70970P 信驊元大21售04,70970P,櫃認售
70971P 力旺中信21售03,70971P,櫃認售
70972P 信驊凱基21售02,70972P,櫃認售
70973P 榮剛凱基21售02,70973P,櫃認售
70974P 環球晶凱基21售04,70974P,櫃認售
70975P 立端國票23售01,70975P,櫃認售
70976P 翔名國票23售01,70976P,櫃認售
70977P 網家國票23售01,70977P,櫃認售
70978P 廣運國票24售01,70978P,櫃認售
70979P 廣積國票23售01,70979P,櫃認售
70980P 廣積元富21售04,70980P,櫃認售
70981P 廣積元富21售05,70981P,櫃認售
70982P 廣積元富21售06,70982P,櫃認售
70983P 杰力群益21售01,70983P,櫃認售
70984P 振曜群益23售01,70984P,櫃認售
70985P 晶焱群益23售01,70985P,櫃認售
70986P 廣積群益21售02,70986P,櫃認售
70987P 旺矽國票23售01,70987P,櫃認售
70988P 信驊國票23售03,70988P,櫃認售
70989P 鈊象國票23售01,70989P,櫃認售
70990P 元太凱基23售01,70990P,櫃認售
70991P 元太凱基23售02,70991P,櫃認售
70992P 鈊象凱基21售02,70992P,櫃認售
70993P 漢磊凱基25售01,70993P,櫃認售
70994P 廣積元大21售05,70994P,櫃認售
70995P 廣積元大21售06,70995P,櫃認售
70996P 大中國票23售01,70996P,櫃認售
70997P 神準國票23售01,70997P,櫃認售
70998P 神準群益23售02,70998P,櫃認售
70999P 健喬群益23售01,70999P,櫃認售
71000P 碩禾元富21售01,71000P,櫃認售
71001P 穩懋凱基21售07,71001P,櫃認售
71002P 元太中信21售01,71002P,櫃認售
71003P 大學光元富21售01,71003P,櫃認售
71004P 宏觀國票23售01,71004P,櫃認售
71005P 良維國票23售01,71005P,櫃認售
71006P 美琪瑪國票23售01,71006P,櫃認售
71007P 高端國票23售02,71007P,櫃認售
71008P 智擎國票23售02,71008P,櫃認售
71009P 頎邦國票23售01,71009P,櫃認售
71010P 廣運國票22售02,71010P,櫃認售
71011P 廣積國票23售02,71011P,櫃認售
71012P 歐買尬國票23售01,71012P,櫃認售
71013P 寶雅元富21售02,71013P,櫃認售
71014P 群聯國票23售01,71014P,櫃認售
71015P 精材國票23售01,71015P,櫃認售
71016P 大樹凱基22售01,71016P,櫃認售
71017P 元太凱基25售02,71017P,櫃認售
71018P 精材元大21售06,71018P,櫃認售
71019P 高端群益23售01,71019P,櫃認售
71020P 鈊象群益21售03,71020P,櫃認售
71021P 元太國票22售03,71021P,櫃認售
71022P 神準國票23售02,71022P,櫃認售
71023P 智擎群益23售02,71023P,櫃認售
71024P 鈊象麥證22售01,71024P,櫃認售
71025P 台半國票23售02,71025P,櫃認售
71026P 波若威國票23售01,71026P,櫃認售
71027P 群聯國票23售02,71027P,櫃認售
71028P 胡連中信21售02,71028P,櫃認售
71029P 力旺元大21售05,71029P,櫃認售
71030P 大學光元大21售02,71030P,櫃認售
71031P 中探針國票23售02,71031P,櫃認售
71032P 環球晶國票22售02,71032P,櫃認售
71033P 驊訊國票22售01,71033P,櫃認售
71034P 大樹群益21售01,71034P,櫃認售
71035P 昇達科群益24售01,71035P,櫃認售
71036P 胡連群益23售01,71036P,櫃認售
71037P 大學光凱基21售01,71037P,櫃認售
71038P 胡連元大21售06,71038P,櫃認售
71039P 鈊象元大21售03,71039P,櫃認售
71040P 鈺創元大24售02,71040P,櫃認售
71041P 大樹國票23售01,71041P,櫃認售
71042P 胡連國票23售02,71042P,櫃認售
71043P 越峰國票23售01,71043P,櫃認售
71044P 大樹元大23售02,71044P,櫃認售
71045P 元太凱基25售03,71045P,櫃認售
71046P 光頡群益22售01,71046P,櫃認售
71047P 朋程群益21售02,71047P,櫃認售
71048P 世界麥證22售01,71048P,櫃認售
71049P 先進光國票21售01,71049P,櫃認售
71050P 雙鴻國票23售02,71050P,櫃認售
71051P 元太康和21售03,71051P,櫃認售
71052P 大學光元大23售01,71052P,櫃認售
71053P 廣運國票23售01,71053P,櫃認售
71054P 美琪瑪凱基22售01,71054P,櫃認售
71055P 聯亞中信21售02,71055P,櫃認售
71056P 晶宏元大23售03,71056P,櫃認售
71057P 群聯群益21售01,71057P,櫃認售
71058P 頎邦群益21售01,71058P,櫃認售
71059P 譜瑞群益21售02,71059P,櫃認售
71060P 世界國票23售01,71060P,櫃認售
71061P 金居國票23售01,71061P,櫃認售
71062P 信驊國票22售01,71062P,櫃認售
71063P 精星國票21售01,71063P,櫃認售
71064P 穩懋國票23售02,71064P,櫃認售
71065P 力旺凱基23售03,71065P,櫃認售
71066P 信驊凱基22售03,71066P,櫃認售
71067P 力旺中信22售02,71067P,櫃認售
71068P 力旺元大23售02,71068P,櫃認售
71069P 榮剛國票23售01,71069P,櫃認售
71070P 大樹凱基22售02,71070P,櫃認售
71071P 穩懋元大23售01,71071P,櫃認售
71072P 穩懋元大23售02,71072P,櫃認售
71073P 元太國泰23售04,71073P,櫃認售
71074P 穩懋元大23售03,71074P,櫃認售
71075P 元太元富21售10,71075P,櫃認售
71076P 穩懋凱基23售01,71076P,櫃認售
71077P 穩懋麥證23售01,71077P,櫃認售
71078P 中光電國票21售02,71078P,櫃認售
71079P 元太國票23售05,71079P,櫃認售
71080P 穩懋國票23售03,71080P,櫃認售
71081P 胡連元大25售01,71081P,櫃認售
71082P 頎邦元大23售01,71082P,櫃認售
71083P 榮剛中信21售01,71083P,櫃認售
71084P 聯亞中信21售03,71084P,櫃認售
71085P 大樹國票23售02,71085P,櫃認售
71086P 網家國票23售02,71086P,櫃認售
71087P 雙鴻國票23售03,71087P,櫃認售
71088P 元太凱基23售03,71088P,櫃認售
71089P 世界元大23售02,71089P,櫃認售
71090P 光頡元大23售02,71090P,櫃認售
71091P 宏捷科國票23售01,71091P,櫃認售
71092P 聯亞國票23售01,71092P,櫃認售
71093P 元太凱基23售05,71093P,櫃認售
71094P 穩懋凱基25售03,71094P,櫃認售
71095P 元太群益23售01,71095P,櫃認售
71096P 昇達科元大21售05,71096P,櫃認售
71097P 環球晶元大23售12,71097P,櫃認售
71098P 元太麥證23售01,71098P,櫃認售
71099P 大樹國票23售03,71099P,櫃認售
71100P 茂達國票24售01,71100P,櫃認售
71101P 穩懋國票24售01,71101P,櫃認售
71102P 元太國泰24售01,71102P,櫃認售
71103P 穩懋元富22售02,71103P,櫃認售
71104P 元太群益23售02,71104P,櫃認售
71105P 神準群益24售01,71105P,櫃認售
71106P 聯亞群益24售01,71106P,櫃認售
71107P 雙鴻群益23售03,71107P,櫃認售
71108P 長聖元富22售01,71108P,櫃認售
71109P 元太凱基22售06,71109P,櫃認售
71110P 亞信凱基23售02,71110P,櫃認售
71111P 神準凱基23售03,71111P,櫃認售
71112P 穩懋中信23售01,71112P,櫃認售
71113P 精測國票23售01,71113P,櫃認售
71114P 聯亞國票23售03,71114P,櫃認售
71115P 中美晶元大24售03,71115P,櫃認售
71116P 元太元大24售01,71116P,櫃認售
71117P 精測元大24售01,71117P,櫃認售
71118P 環球晶元大24售01,71118P,櫃認售
71119P 元太群益23售03,71119P,櫃認售
71120P 世界國票23售02,71120P,櫃認售
71121P 頎邦國票23售02,71121P,櫃認售
71122P 譜瑞國票23售02,71122P,櫃認售
71123P 穩懋元富22售03,71123P,櫃認售
71124P 穩懋元富22售04,71124P,櫃認售
71125P 元太凱基23售06,71125P,櫃認售
71126P 精測凱基23售02,71126P,櫃認售
71127P 台半群益22售02,71127P,櫃認售
71128P 立端群益22售01,71128P,櫃認售
71129P 頎邦群益22售01,71129P,櫃認售
71130P 元太元大23售21,71130P,櫃認售
71131P 宏捷科元大23售02,71131P,櫃認售
71132P 晶宏元大23售04,71132P,櫃認售
71133P 穩懋元大23售04,71133P,櫃認售
71134P 穩懋永豐22售01,71134P,櫃認售
71135P 中探針國票23售03,71135P,櫃認售
71136P 台半國票23售04,71136P,櫃認售
71137P 世界凱基23售02,71137P,櫃認售
71138P 晶宏凱基24售01,71138P,櫃認售
71139P 世界群益22售02,71139P,櫃認售
71140P 長聖群益23售01,71140P,櫃認售
71141P 元太元大23售22,71141P,櫃認售
71142P 穩懋元大23售05,71142P,櫃認售
71143P 穩懋元大23售06,71143P,櫃認售
71144P 穩懋元大23售07,71144P,櫃認售
71145P 高端國票23售04,71145P,櫃認售
71146P 鈺太國票22售01,71146P,櫃認售
71147P 精測元富22售03,71147P,櫃認售
71148P 元太凱基25售05,71148P,櫃認售
71149P 穩懋凱基22售01,71149P,櫃認售
71150P 久元群益22售01,71150P,櫃認售
71151P 元太群益22售01,71151P,櫃認售
71152P 岳豐群益22售01,71152P,櫃認售
71153P 胡連群益22售01,71153P,櫃認售
71154P 高端群益23售02,71154P,櫃認售
71155P 晶宏群益24售01,71155P,櫃認售
71156P 廣運群益22售01,71156P,櫃認售
71157P 世界永豐22售01,71157P,櫃認售
71158P 元太元大23售23,71158P,櫃認售
71159P 元太元大23售24,71159P,櫃認售
71160P 台半元大23售05,71160P,櫃認售
71161P 撼訊元大24售01,71161P,櫃認售
71162P 精測元富22售04,71162P,櫃認售
71163P 網家中信22售01,71163P,櫃認售
71164P 穩懋國泰24售01,71164P,櫃認售
71165P 穩懋麥證22售01,71165P,櫃認售
71166P 岳豐國票22售02,71166P,櫃認售
71167P 旺矽國票23售02,71167P,櫃認售
71168P 茂達國票23售02,71168P,櫃認售
71169P 泰博國票23售01,71169P,櫃認售
71170P 大學光群益22售02,71170P,櫃認售
71171P 尼克森群益22售01,71171P,櫃認售
71172P 家登群益22售04,71172P,櫃認售
71173P 精測群益22售02,71173P,櫃認售
71174P 元太富邦24售01,71174P,櫃認售
71175P 大樹元大23售04,71175P,櫃認售
71176P 元太元大23售25,71176P,櫃認售
71177P 元太元大23售26,71177P,櫃認售
71178P 世界元大23售04,71178P,櫃認售
71179P 世界元大23售05,71179P,櫃認售
71180P 茂達元大23售01,71180P,櫃認售
71181P 精測元大23售01,71181P,櫃認售
71182P 亞信群益22售01,71182P,櫃認售
71183P 長聖元富22售02,71183P,櫃認售
71184P 元太凱基22售08,71184P,櫃認售
71185P 合一國票23售01,71185P,櫃認售
71186P 泰博國票23售02,71186P,櫃認售
71187P 寶雅國票23售01,71187P,櫃認售
71188P 世界統一22售01,71188P,櫃認售
71189P 穩懋富邦22售01,71189P,櫃認售
71190P 中探針元大26售02,71190P,櫃認售
71191P 台半元大24售03,71191P,櫃認售
71192P 同致元大23售02,71192P,櫃認售
71193P 欣銓元大23售01,71193P,櫃認售
71194P 金居元大23售02,71194P,櫃認售
71195P 博智元大25售01,71195P,櫃認售
71196P 榮剛元大23售04,71196P,櫃認售
71197P 譜瑞元大23售05,71197P,櫃認售
71198P 合一元富22售02,71198P,櫃認售
71199P 智擎元富22售02,71199P,櫃認售
71200P 元太中信22售02,71200P,櫃認售
71201P 元太元大23售27,71201P,櫃認售
71202P 元太元大23售28,71202P,櫃認售
71203P 同致凱基23售03,71203P,櫃認售
71204P 金居凱基23售01,71204P,櫃認售
71205P 群聯凱基24售04,71205P,櫃認售
71206P 穩懋凱基23售04,71206P,櫃認售
71207P 譜瑞凱基23售01,71207P,櫃認售
71208P 普誠群益22售02,71208P,櫃認售
71209P 鈊象群益22售01,71209P,櫃認售
71210P 寶雅群益22售02,71210P,櫃認售
71211P 元太統一24售03,71211P,櫃認售
71212P 穩懋統一22售06,71212P,櫃認售
71213P 鈺創統一22售02,71213P,櫃認售
71214P 穩懋統一22售07,71214P,櫃認售
71215P 大學光國票22售01,71215P,櫃認售
71216P 長聖國票23售01,71216P,櫃認售
71217P 普誠國票23售01,71217P,櫃認售
71218P 精測國票23售03,71218P,櫃認售
71219P 元太元富22售03,71219P,櫃認售
71220P 元太元富22售04,71220P,櫃認售
71221P 朋程元富22售02,71221P,櫃認售
71222P 高端元富22售01,71222P,櫃認售
71223P 力旺凱基22售02,71223P,櫃認售
71224P 元太凱基22售09,71224P,櫃認售
71225P 高端國泰24售01,71225P,櫃認售
71226P 元太元大23售29,71226P,櫃認售
71227P 元太元大23售30,71227P,櫃認售
71228P 穩懋元大23售08,71228P,櫃認售
71229P 穩懋元大23售09,71229P,櫃認售
71230P 寶雅元大23售03,71230P,櫃認售
71231P 創惟元富22售01,71231P,櫃認售
71232P 穩懋凱基24售01,71232P,櫃認售
71233P 寶雅凱基23售01,71233P,櫃認售
71234P 創惟元大23售04,71234P,櫃認售
71235P 精材中信22售02,71235P,櫃認售
71236P 健喬國票23售02,71236P,櫃認售
71237P 創惟國票23售01,71237P,櫃認售
71238P 精材國票23售02,71238P,櫃認售
71239P 精材永豐22售01,71239P,櫃認售
71240P 明安群益22售01,71240P,櫃認售
71241P 泰博群益22售02,71241P,櫃認售
71242P 高端統一23售05,71242P,櫃認售
71243P 聯亞統一22售01,71243P,櫃認售
71244P 雙鴻凱基23售02,71244P,櫃認售
71245P 高端台新22售01,71245P,櫃認售
71246P 神盾國票23售01,71246P,櫃認售
71247P 台半群益22售03,71247P,櫃認售
71248P 創惟群益22售01,71248P,櫃認售
71249P 精材群益23售01,71249P,櫃認售
71250P 櫃200群益22售02,71250P,櫃認售
71251P 元太群益22售03,71251P,櫃認售
71252P 普誠群益22售03,71252P,櫃認售
71253P 晶宏群益23售02,71253P,櫃認售
71254P 驊訊群益23售02,71254P,櫃認售
71255P 良維元富22售01,71255P,櫃認售
71256P 台星科凱基24售01,71256P,櫃認售
71257P 宏捷科凱基23售02,71257P,櫃認售
71258P 胡連凱基23售04,71258P,櫃認售
71259P 精材麥證24售01,71259P,櫃認售
71260P 大樹國票23售04,71260P,櫃認售
71261P 創惟國票23售02,71261P,櫃認售
71262P 元太元大23售32,71262P,櫃認售
71263P 元太元大23售33,71263P,櫃認售
71264P 鈺創元富22售01,71264P,櫃認售
71265P M31群益24售03,71265P,櫃認售
71266P 台半群益22售04,71266P,櫃認售
71267P M31國票23售03,71267P,櫃認售
71268P 精材元大23售01,71268P,櫃認售
71269P 晶宏中信22售01,71269P,櫃認售
71270P 大樹群益24售01,71270P,櫃認售
71271P 群聯群益22售01,71271P,櫃認售
71272P 元太元大23售34,71272P,櫃認售
71273P 朋程元大23售05,71273P,櫃認售
71274P 茂迪群益22售01,71274P,櫃認售
71275P 合晶元富22售03,71275P,櫃認售
71276P 合晶元富22售04,71276P,櫃認售
71277P 閎康元富22售03,71277P,櫃認售
71278P 合晶凱基22售02,71278P,櫃認售
71279P 朋程凱基23售03,71279P,櫃認售
71280P 鈺創凱基23售03,71280P,櫃認售
71281P 同致統一23售02,71281P,櫃認售
71282P 長聖國票23售03,71282P,櫃認售
71283P 廣積國票23售04,71283P,櫃認售
71284P 元太元大22售02,71284P,櫃認售
71285P 台半元大22售01,71285P,櫃認售
71286P 元太群益22售04,71286P,櫃認售
71287P 元太統一22售07,71287P,櫃認售
71288P 元太統一22售08,71288P,櫃認售
71289P 元太統一22售09,71289P,櫃認售
71290P 元太統一23售05,71290P,櫃認售
71291P 健喬統一23售02,71291P,櫃認售
71292P 環球晶統一23售04,71292P,櫃認售
71293P 宏捷科元大22售01,71293P,櫃認售
71294P 精材元大22售01,71294P,櫃認售
71295P 大樹國票23售05,71295P,櫃認售
71296P 中美晶國票23售03,71296P,櫃認售
71297P 元太國票23售09,71297P,櫃認售
71298P 同致國票23售02,71298P,櫃認售
71299P 家登國票22售01,71299P,櫃認售
71300P 驊訊國票23售01,71300P,櫃認售
71301P 聯亞康和23售01,71301P,櫃認售
71302P 中光電元富22售02,71302P,櫃認售
71303P 元太元富22售09,71303P,櫃認售
71304P 元太元富22售10,71304P,櫃認售
71305P 元太元富22售11,71305P,櫃認售
71306P 元太元富22售12,71306P,櫃認售
71307P 杰力元富22售01,71307P,櫃認售
71308P 家登元富22售01,71308P,櫃認售
71309P 緯軟元富22售02,71309P,櫃認售
71310P 元太富邦23售03,71310P,櫃認售
71311P 力旺中信23售02,71311P,櫃認售
71312P 元太中信23售02,71312P,櫃認售
71313P 力旺凱基24售04,71313P,櫃認售
71314P 力旺凱基24售05,71314P,櫃認售
71315P 力旺凱基24售06,71315P,櫃認售
71316P 元太凱基22售11,71316P,櫃認售
71317P 元太康和24售03,71317P,櫃認售
71318P 力旺統一23售02,71318P,櫃認售
71319P 元太統一22售11,71319P,櫃認售
71320P 元太統一24售04,71320P,櫃認售
71321P 大江元富22售02,71321P,櫃認售
71322P 合晶元富22售06,71322P,櫃認售
71323P 宜鼎元富22售02,71323P,櫃認售
71324P 欣銓元富22售02,71324P,櫃認售
71325P 海韻電元富22售02,71325P,櫃認售
71326P 神盾元富22售02,71326P,櫃認售
71327P 華景電元富22售02,71327P,櫃認售
71328P 萬泰科元富22售02,71328P,櫃認售
71329P 群聯元富22售03,71329P,櫃認售
71330P 元太麥證22售01,71330P,櫃認售
71331P 元太元大22售03,71331P,櫃認售
71332P 台半元大22售03,71332P,櫃認售
71333P 中天國票23售02,71333P,櫃認售
71334P 台半國票23售05,71334P,櫃認售
71335P 合一國票23售03,71335P,櫃認售
71336P 同致群益23售01,71336P,櫃認售
71337P 環球晶群益22售03,71337P,櫃認售
71338P 台康元富22售02,71338P,櫃認售
71339P 中天統一22售02,71339P,櫃認售
71340P 合一統一22售01,71340P,櫃認售
71341P 元太元大22售05,71341P,櫃認售
71342P 合一元富23售03,71342P,櫃認售
71343P 元太凱基23售09,71343P,櫃認售
71344P 穩懋凱基23售05,71344P,櫃認售
71345P 中探針國票23售04,71345P,櫃認售
71346P 合一國票23售05,71346P,櫃認售
71347P 健喬國票23售03,71347P,櫃認售
71348P 譜瑞國票23售04,71348P,櫃認售
71349P 元太群益23售08,71349P,櫃認售
71350P 元太元大23售36,71350P,櫃認售
71351P 元太元大23售37,71351P,櫃認售
71352P 群聯元大23售05,71352P,櫃認售
71353P 廣積元大23售01,71353P,櫃認售
71354P 驊訊元大23售01,71354P,櫃認售
71355P 元太統一23售06,71355P,櫃認售
71356P 台康元富23售02,71356P,櫃認售
71357P 合一元富23售04,71357P,櫃認售
71358P 譜瑞元富23售01,71358P,櫃認售
71359P 博智凱基23售03,71359P,櫃認售
71360P 群聯凱基23售04,71360P,櫃認售
71361P 廣積凱基23售02,71361P,櫃認售
71362P 台康群益23售02,71362P,櫃認售
71363P 中天統一23售07,71363P,櫃認售
71364P 中天統一23售08,71364P,櫃認售
71365P 合一統一23售09,71365P,櫃認售
71366P 合一統一23售10,71366P,櫃認售
71367P 中天國票23售03,71367P,櫃認售
71368P 中天國票23售04,71368P,櫃認售
71369P 中天國票23售05,71369P,櫃認售
71370P 台康國票23售02,71370P,櫃認售
71371P 合一國票23售07,71371P,櫃認售
71372P 合一國票23售08,71372P,櫃認售
71373P 合一國票25售04,71373P,櫃認售
71374P 元太元大23售39,71374P,櫃認售
71375P 同致元大23售03,71375P,櫃認售
71376P 鈊象元大23售03,71376P,櫃認售
71377P 元太群益23售09,71377P,櫃認售
71378P 鈺創群益23售03,71378P,櫃認售
71379P 榮剛群益23售01,71379P,櫃認售
71380P 台半凱基23售02,71380P,櫃認售
71381P 信驊凱基23售03,71381P,櫃認售
71382P 中天國票23售08,71382P,櫃認售
71383P 中天國票25售03,71383P,櫃認售
71384P 驊訊國票23售02,71384P,櫃認售
71385P 台康統一23售05,71385P,櫃認售
71386P 中美晶元大23售08,71386P,櫃認售
71387P 元太中信23售03,71387P,櫃認售
71388P 元太國泰25售01,71388P,櫃認售
71389P 明基醫國票23售01,71389P,櫃認售
71390P 元太康和23售04,71390P,櫃認售
71391P 台康元富23售04,71391P,櫃認售
71392P 中美晶凱基23售04,71392P,櫃認售
71393P 元太凱基25售06,71393P,櫃認售
71394P 環球晶凱基23售07,71394P,櫃認售
71395P 台康統一23售07,71395P,櫃認售
71396P 大樹元大23售05,71396P,櫃認售
71397P 家登元大23售06,71397P,櫃認售
71398P 譜瑞元大23售09,71398P,櫃認售
71399P 台康統一23售08,71399P,櫃認售
71400P 台康統一23售09,71400P,櫃認售
71401P 台康統一23售10,71401P,櫃認售
71402P 台康國票23售03,71402P,櫃認售
71403P 胡連國票23售04,71403P,櫃認售
71404P 大樹群益23售02,71404P,櫃認售
71405P 中探針群益28售01,71405P,櫃認售
71406P 元太群益23售10,71406P,櫃認售
71407P 台康群益25售01,71407P,櫃認售
71408P 宜特群益23售01,71408P,櫃認售
71409P 元太元大23售40,71409P,櫃認售
71410P 元太國票24售01,71410P,櫃認售
71411P 家登國票24售01,71411P,櫃認售
71412P 元太凱基24售03,71412P,櫃認售
71413P 頎邦凱基23售01,71413P,櫃認售
71414P 博智群益24售02,71414P,櫃認售
71415P 群聯富邦24售03,71415P,櫃認售
71416P 大樹國票24售01,71416P,櫃認售
71417P 亞信國票24售01,71417P,櫃認售
71418P 鈊象國票24售01,71418P,櫃認售
71419P 精材國票24售01,71419P,櫃認售
71420P 元太群益23售11,71420P,櫃認售
71421P 伍豐群益25售01,71421P,櫃認售
71422P 同致群益23售02,71422P,櫃認售
71423P 明安群益23售01,71423P,櫃認售
71424P 中美晶元大23售09,71424P,櫃認售
71425P 茂達元大23售04,71425P,櫃認售
71426P 信驊麥證23售01,71426P,櫃認售
71427P 晟德麥證23售01,71427P,櫃認售
71428P 中光電元富23售03,71428P,櫃認售
71429P 茂達凱基23售03,71429P,櫃認售
71430P 穩懋凱基24售02,71430P,櫃認售
71431P 胡連群益24售02,71431P,櫃認售
71432P 健喬群益23售03,71432P,櫃認售
71433P 家登元大23售08,71433P,櫃認售
71434P 力旺凱基23售04,71434P,櫃認售
71435P 世界凱基23售03,71435P,櫃認售
71436P 立端凱基23售03,71436P,櫃認售
71437P 鈊象凱基23售02,71437P,櫃認售
71438P 力旺群益23售03,71438P,櫃認售
71439P 力旺群益23售04,71439P,櫃認售
71440P 信驊群益23售04,71440P,櫃認售
71441P 環球晶群益23售01,71441P,櫃認售
71442P 環球晶元富23售01,71442P,櫃認售
71443P 力旺國票23售02,71443P,櫃認售
71444P 力旺國票24售02,71444P,櫃認售
71445P 力旺國票25售01,71445P,櫃認售
